Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
Northwest Territories,Information and cultural industries,2011,89.5,92.2
Northwest Territories,Information and cultural industries,2012,92.8,92.8
Northwest Territories,Information and cultural industries,2013,115.3,95.1
Northwest Territories,Information and cultural industries,2014,109.5,89.2
Northwest Territories,Information and cultural industries,2015,109.8,90.5
Northwest Territories,Information and cultural industries,2016,124.6,95.2
Northwest Territories,Information and cultural industries,2017,132.5,98.8
Northwest Territories,Information and cultural industries,2018,0.0,104.5
Northwest Territories,Information and cultural industries,2019,0.0,107.0
Northwest Territories,Finance and insurance,2010,112.2,113.6
Northwest Territories,Finance and insurance,2011,114.5,112.5
Northwest Territories,Finance and insurance,2012,116.2,116.2
Northwest Territories,Finance and insurance,2013,120.4,117.3
Northwest Territories,Finance and insurance,2014,124.4,117.6
Northwest Territories,Finance and insurance,2015,127.8,120.5
Northwest Territories,Finance and insurance,2016,125.9,118.5
Northwest Territories,Finance and insurance,2017,131.4,122.4
Northwest Territories,Finance and insurance,2018,0.0,123.8
Northwest Territories,Finance and insurance,2019,0.0,119.6
Northwest Territories,Real estate and rental and leasing,2010,340.5,366.7
Northwest Territories,Real estate and rental and leasing,2011,348.0,361.6
Northwest Territories,Real estate and rental and leasing,2012,366.8,366.8
Northwest Territories,Real estate and rental and leasing,2013,368.5,362.1
Northwest Territories,Real estate and rental and leasing,2014,372.0,364.7
Northwest Territories,Real estate and rental and leasing,2015,387.6,373.5
Northwest Territories,Real estate and rental and leasing,2016,402.8,382.9
Northwest Territories,Real estate and rental and leasing,2017,418.7,395.4
Northwest Territories,Real estate and rental and leasing,2018,0.0,402.3
Northwest Territories,Real estate and rental and leasing,2019,0.0,403.8
Northwest Territories,Professional scientific and technical services,2010,102.3,108.0
Northwest Territories,Professional scientific and technical services,2011,105.9,105.1
Northwest Territories,Professional scientific and technical services,2012,103.9,103.9
Northwest Territories,Professional scientific and technical services,2013,97.8,96.7
Northwest Territories,Professional scientific and technical services,2014,104.5,101.2
Northwest Territories,Professional scientific and technical services,2015,104.5,88.6
Northwest Territories,Professional scientific and technical services,2016,103.5,86.0
Northwest Territories,Professional scientific and technical services,2017,94.4,77.9
Northwest Territories,Professional scientific and technical services,2018,0.0,74.7
Northwest Territories,Professional scientific and technical services,2019,0.0,76.2
Northwest Territories,Management of companies and enterprises,2010,34.9,33.8
Northwest Territories,Management of companies and enterprises,2011,34.4,34.5
Northwest Territories,Management of companies and enterprises,2012,33.9,33.9
Northwest Territories,Management of companies and enterprises,2013,37.9,37.2
Northwest Territories,Management of companies and enterprises,2014,36.5,34.4
Northwest Territories,Management of companies and enterprises,2015,35.2,33.3
Northwest Territories,Management of companies and enterprises,2016,28.6,28.0
Northwest Territories,Management of companies and enterprises,2017,20.8,22.4
Northwest Territories,Management of companies and enterprises,2018,0.0,19.6
Northwest Territories,Management of companies and enterprises,2019,0.0,16.2
Northwest Territories,Administrative and support waste management and remediation services,2010,67.9,61.8
Northwest Territories,Administrative and support waste management and remediation services,2011,73.0,63.7
Northwest Territories,Administrative and support waste management and remediation services,2012,67.5,67.5
Northwest Territories,Administrative and support waste management and remediation services,2013,69.5,69.3
Northwest Territories,Administrative and support waste management and remediation services,2014,67.9,65.2
Northwest Territories,Administrative and support waste management and remediation services,2015,69.7,64.2
Northwest Territories,Administrative and support waste management and remediation services,2016,62.1,56.6
Northwest Territories,Administrative and support waste management and remediation services,2017,60.7,53.4
Northwest Territories,Administrative and support waste management and remediation services,2018,0.0,50.9
Northwest Territories,Administrative and support waste management and remediation services,2019,0.0,52.8
Northwest Territories,Educational services,2010,186.9,211.1
Northwest Territories,Educational services,2011,196.7,208.7
Northwest Territories,Educational services,2012,212.2,212.2
Northwest Territories,Educational services,2013,280.4,212.7
Northwest Territories,Educational services,2014,279.1,213.0
Northwest Territories,Educational services,2015,279.3,209.5
Northwest Territories,Educational services,2016,286.0,208.5
Northwest Territories,Educational services,2017,285.4,209.8
Northwest Territories,Educational services,2018,0.0,214.7
Northwest Territories,Educational services,2019,0.0,220.1
Northwest Territories,Health care and social assistance,2010,260.9,274.5
Northwest Territories,Health care and social assistance,2011,263.3,269.8
Northwest Territories,Health care and social assistance,2012,268.8,268.8
Northwest Territories,Health care and social assistance,2013,279.8,265.7
Northwest Territories,Health care and social assistance,2014,290.1,276.8
Northwest Territories,Health care and social assistance,2015,312.2,288.9
Northwest Territories,Health care and social assistance,2016,345.7,298.8
Northwest Territories,Health care and social assistance,2017,358.3,304.0
Northwest Territories,Health care and social assistance,2018,0.0,309.6
Northwest Territories,Health care and social assistance,2019,0.0,319.0
Northwest Territories,Arts entertainment and recreation,2010,12.1,11.5
Northwest Territories,Arts entertainment and recreation,2011,11.1,10.7
Northwest Territories,Arts entertainment and recreation,2012,11.3,11.3
Northwest Territories,Arts entertainment and recreation,2013,13.3,11.8
Northwest Territories,Arts entertainment and recreation,2014,11.6,9.0
Northwest Territories,Arts entertainment and recreation,2015,10.8,6.8
Northwest Territories,Arts entertainment and recreation,2016,10.3,6.4
Northwest Territories,Arts entertainment and recreation,2017,12.5,7.6
Northwest Territories,Arts entertainment and recreation,2018,0.0,7.4
Northwest Territories,Arts entertainment and recreation,2019,0.0,7.2
Northwest Territories,Accommodation and food services,2010,81.8,83.7
Northwest Territories,Accommodation and food services,2011,81.6,83.9
Northwest Territories,Accommodation and food services,2012,82.8,82.8
Northwest Territories,Accommodation and food services,2013,93.7,109.4
Northwest Territories,Accommodation and food services,2014,83.5,99.2
Northwest Territories,Accommodation and food services,2015,92.9,93.0
Northwest Territories,Accommodation and food services,2016,99.0,94.4
Northwest Territories,Accommodation and food services,2017,106.3,94.0
Northwest Territories,Accommodation and food services,2018,0.0,93.8
Northwest Territories,Accommodation and food services,2019,0.0,95.2
Northwest Territories,Other services (except public administration),2010,48.6,50.4
Northwest Territories,Other services (except public administration),2011,49.9,50.4
Northwest Territories,Other services (except public administration),2012,51.2,51.2
Northwest Territories,Other services (except public administration),2013,53.0,53.3
Northwest Territories,Other services (except public administration),2014,57.9,57.5
Northwest Territories,Other services (except public administration),2015,58.3,57.6
Northwest Territories,Other services (except public administration),2016,58.8,57.4
Northwest Territories,Other services (except public administration),2017,60.3,58.2
Northwest Territories,Other services (except public administration),2018,0.0,57.8
Northwest Territories,Other services (except public administration),2019,0.0,56.3
Northwest Territories,Public administration,2010,590.2,646.0
Northwest Territories,Public administration,2011,617.6,645.6
Northwest Territories,Public administration,2012,660.8,660.8
Northwest Territories,Public administration,2013,612.7,664.2
Northwest Territories,Public administration,2014,638.3,670.2
Northwest Territories,Public administration,2015,684.6,692.2
Northwest Territories,Public administration,2016,684.8,689.1
Northwest Territories,Public administration,2017,720.2,706.0
Northwest Territories,Public administration,2018,0.0,712.3
Northwest Territories,Public administration,2019,0.0,722.8
Nunavut,All industries,2010,1890.4,2004.3
Nunavut,All industries,2011,2009.2,2120.3
Nunavut,All industries,2012,2173.1,2173.1
Nunavut,All industries,2013,2270.7,2392.5
Nunavut,All industries,2014,2350.9,2362.6
Nunavut,All industries,2015,2380.4,2353.0
Nunavut,All industries,2016,2536.3,2479.2
Nunavut,All industries,2017,2969.7,2806.3
Nunavut,All industries,2018,0.0,2946.0
Nunavut,All industries,2019,0.0,3136.3
Nunavut,Goods-producing industries,2010,604.4,621.5
Nunavut,Goods-producing industries,2011,629.4,689.1
Nunavut,Goods-producing industries,2012,695.3,695.3
Nunavut,Goods-producing industries,2013,732.3,898.3
Nunavut,Goods-producing industries,2014,783.9,876.4
Nunavut,Goods-producing industries,2015,751.2,837.1
Nunavut,Goods-producing industries,2016,824.4,914.7
Nunavut,Goods-producing industries,2017,1168.4,1209.2
Nunavut,Goods-producing industries,2018,0.0,1323.7
Nunavut,Goods-producing industries,2019,0.0,1470.0
Nunavut,Service-producing industries,2010,1285.9,1382.9
Nunavut,Service-producing industries,2011,1379.8,1430.6
Nunavut,Service-producing industries,2012,1477.8,1477.8
Nunavut,Service-producing industries,2013,1538.4,1498.2
Nunavut,Service-producing industries,2014,1567.0,1489.3
Nunavut,Service-producing industries,2015,1629.2,1513.4
Nunavut,Service-producing industries,2016,1711.9,1567.5
Nunavut,Service-producing industries,2017,1801.3,1626.8
Nunavut,Service-producing industries,2018,0.0,1660.5
Nunavut,Service-producing industries,2019,0.0,1714.0
Nunavut,Industrial production,2010,373.3,350.4
Nunavut,Industrial production,2011,422.7,453.8
Nunavut,Industrial production,2012,520.6,520.6
Nunavut,Industrial production,2013,489.4,569.4
Nunavut,Industrial production,2014,576.9,601.9
Nunavut,Industrial production,2015,536.1,569.9
Nunavut,Industrial production,2016,573.0,607.8
Nunavut,Industrial production,2017,805.3,764.4
Nunavut,Industrial production,2018,0.0,791.8
Nunavut,Industrial production,2019,0.0,925.1
Nunavut,Non-durable manufacturing industries,2010,3.3,5.1
Nunavut,Non-durable manufacturing industries,2011,4.2,3.7
Nunavut,Non-durable manufacturing industries,2012,10.4,10.4
Nunavut,Non-durable manufacturing industries,2013,9.5,11.0
Nunavut,Non-durable manufacturing industries,2014,10.8,11.0
Nunavut,Non-durable manufacturing industries,2015,14.6,10.2
Nunavut,Non-durable manufacturing industries,2016,13.1,8.8
Nunavut,Non-durable manufacturing industries,2017,11.2,7.8
Nunavut,Non-durable manufacturing industries,2018,0.0,9.5
Nunavut,Non-durable manufacturing industries,2019,0.0,9.2
Nunavut,Durable manufacturing industries,2010,0.1,0.1
Nunavut,Durable manufacturing industries,2011,0.0,0.0
Nunavut,Durable manufacturing industries,2012,0.0,0.0
Nunavut,Durable manufacturing industries,2013,0.0,0.0
Nunavut,Durable manufacturing industries,2014,0.0,0.9
Nunavut,Durable manufacturing industries,2015,0.0,0.7
Nunavut,Durable manufacturing industries,2016,0.0,0.0
Nunavut,Durable manufacturing industries,2017,0.0,0.0
Nunavut,Durable manufacturing industries,2018,0.0,0.0
Nunavut,Durable manufacturing industries,2019,0.0,0.0
Nunavut,Information and communication technology sector,2010,32.2,36.4
Nunavut,Information and communication technology sector,2011,44.7,43.3
Nunavut,Information and communication technology sector,2012,53.0,53.0
Nunavut,Information and communication technology sector,2013,49.7,54.0
Nunavut,Information and communication technology sector,2014,47.8,54.7
Nunavut,Information and communication technology sector,2015,45.4,54.6
Nunavut,Information and communication technology sector,2016,52.7,56.7
Nunavut,Information and communication technology sector,2017,63.8,64.3
Nunavut,Information and communication technology sector,2018,0.0,72.2
Nunavut,Information and communication technology sector,2019,0.0,75.0
Nunavut,Energy sector,2010,42.1,42.7
Nunavut,Energy sector,2011,44.2,44.5
Nunavut,Energy sector,2012,45.8,45.8
Nunavut,Energy sector,2013,44.2,45.2
Nunavut,Energy sector,2014,46.3,47.5
Nunavut,Energy sector,2015,47.2,50.7
Nunavut,Energy sector,2016,43.6,51.6
Nunavut,Energy sector,2017,44.8,51.6
Nunavut,Energy sector,2018,0.0,52.6
Nunavut,Energy sector,2019,0.0,52.1
Nunavut,Public sector,2010,699.3,776.2
Nunavut,Public sector,2011,738.8,787.6
Nunavut,Public sector,2012,795.3,795.3
Nunavut,Public sector,2013,840.6,809.8
Nunavut,Public sector,2014,877.5,828.5
Nunavut,Public sector,2015,927.8,860.1
Nunavut,Public sector,2016,963.6,880.8
Nunavut,Public sector,2017,1012.8,910.6
Nunavut,Public sector,2018,0.0,937.6
Nunavut,Public sector,2019,0.0,966.7
Nunavut,Cannabis sector,2010,0.8,0.8
Nunavut,Cannabis sector,2011,0.8,0.8
Nunavut,Cannabis sector,2012,0.8,0.8
Nunavut,Cannabis sector,2013,0.9,0.9
Nunavut,Cannabis sector,2014,0.9,0.9
Nunavut,Cannabis sector,2015,0.9,0.9
Nunavut,Cannabis sector,2016,0.8,0.9
Nunavut,Cannabis sector,2017,0.7,0.9
Nunavut,Cannabis sector,2018,0.0,0.9
Nunavut,Cannabis sector,2019,0.0,0.8
Nunavut,Agriculture forestry fishing and hunting,2010,2.7,3.3
Nunavut,Agriculture forestry fishing and hunting,2011,4.0,3.5
Nunavut,Agriculture forestry fishing and hunting,2012,5.9,5.9
Nunavut,Agriculture forestry fishing and hunting,2013,5.4,5.5
Nunavut,Agriculture forestry fishing and hunting,2014,3.7,3.3
Nunavut,Agriculture forestry fishing and hunting,2015,7.1,3.3
Nunavut,Agriculture forestry fishing and hunting,2016,7.3,3.2
Nunavut,Agriculture forestry fishing and hunting,2017,24.0,8.7
Nunavut,Agriculture forestry fishing and hunting,2018,0.0,8.8
Nunavut,Agriculture forestry fishing and hunting,2019,0.0,8.9
Nunavut,Mining quarrying and oil and gas extraction,2010,310.5,283.9
Nunavut,Mining quarrying and oil and gas extraction,2011,350.6,380.8
Nunavut,Mining quarrying and oil and gas extraction,2012,439.2,439.2
Nunavut,Mining quarrying and oil and gas extraction,2013,411.6,488.8
Nunavut,Mining quarrying and oil and gas extraction,2014,494.7,518.0
Nunavut,Mining quarrying and oil and gas extraction,2015,448.8,484.9
Nunavut,Mining quarrying and oil and gas extraction,2016,492.0,526.2
Nunavut,Mining quarrying and oil and gas extraction,2017,731.9,691.1
Nunavut,Mining quarrying and oil and gas extraction,2018,0.0,715.1
Nunavut,Mining quarrying and oil and gas extraction,2019,0.0,848.5
Nunavut,Utilities,2010,56.1,58.0
Nunavut,Utilities,2011,59.7,60.9
